X,CH1,CH2,
Second,Volt,Volt,
-1.68e-06,-1.44e+00,-1.16e+00
-1.67e-06,-1.40e+00,-1.20e+00
-1.66e-06,-1.44e+00,-1.12e+00
-1.65e-06,-1.40e+00,-1.16e+00
-1.64e-06,-1.40e+00,-1.20e+00
-1.63e-06,-1.44e+00,-1.16e+00
-1.62e-06,-1.44e+00,-1.16e+00
-1.61e-06,-1.44e+00,-1.16e+00
-1.60e-06,-1.40e+00,-1.16e+00
-1.59e-06,-1.48e+00,-1.20e+00
-1.58e-06,-1.44e+00,-1.16e+00
-1.57e-06,-1.48e+00,-1.20e+00
-1.56e-06,-1.44e+00,-1.20e+00
-1.55e-06,-1.40e+00,-1.12e+00
-1.54e-06,-1.44e+00,-1.24e+00
-1.53e-06,-1.48e+00,-1.16e+00
-1.52e-06,-1.40e+00,-1.16e+00
-1.51e-06,-1.44e+00,-1.20e+00
-1.50e-06,-1.44e+00,-1.16e+00
-1.49e-06,-1.40e+00,-1.16e+00
-1.48e-06,-1.40e+00,-1.16e+00
-1.47e-06,-1.44e+00,-1.24e+00
-1.46e-06,-1.44e+00,-1.20e+00
-1.45e-06,-1.44e+00,-1.12e+00
-1.44e-06,-1.48e+00,-1.16e+00
-1.43e-06,-1.40e+00,-1.20e+00
-1.42e-06,-1.40e+00,-1.20e+00
-1.41e-06,-1.48e+00,-1.16e+00
-1.40e-06,-1.44e+00,-1.16e+00
-1.39e-06,-1.40e+00,-1.20e+00
-1.38e-06,-1.44e+00,-1.16e+00
-1.37e-06,-1.44e+00,-1.20e+00
-1.36e-06,-1.40e+00,-1.12e+00
-1.35e-06,-1.44e+00,-1.20e+00
-1.34e-06,-1.44e+00,-1.20e+00
-1.33e-06,-1.48e+00,-1.12e+00
-1.32e-06,-1.44e+00,-1.12e+00
-1.31e-06,-1.40e+00,-1.20e+00
-1.30e-06,-1.40e+00,-1.20e+00
-1.29e-06,-1.44e+00,-1.16e+00
-1.28e-06,-1.40e+00,-1.20e+00
-1.27e-06,-1.44e+00,-1.16e+00
-1.26e-06,-1.40e+00,-1.20e+00
-1.25e-06,-1.44e+00,-1.12e+00
-1.24e-06,-1.48e+00,-1.20e+00
-1.23e-06,-1.40e+00,-1.12e+00
-1.22e-06,-1.40e+00,-1.20e+00
-1.21e-06,-1.44e+00,-1.16e+00
-1.20e-06,-1.40e+00,-1.20e+00
-1.19e-06,-1.44e+00,-1.16e+00
-1.18e-06,-1.40e+00,-1.16e+00
-1.17e-06,-1.44e+00,-1.16e+00
-1.16e-06,-1.44e+00,-1.12e+00
-1.15e-06,-1.44e+00,-1.20e+00
-1.14e-06,-1.40e+00,-1.20e+00
-1.13e-06,-1.44e+00,-1.12e+00
-1.12e-06,-1.40e+00,-1.20e+00
-1.11e-06,-1.44e+00,-1.16e+00
-1.10e-06,-1.44e+00,-1.20e+00
-1.09e-06,-1.40e+00,-1.16e+00
-1.08e-06,-1.44e+00,-1.20e+00
-1.07e-06,-1.40e+00,-1.12e+00
-1.06e-06,-1.44e+00,-1.20e+00
-1.05e-06,-1.40e+00,-1.16e+00
-1.04e-06,-1.44e+00,-1.16e+00
-1.03e-06,-1.40e+00,-1.16e+00
-1.02e-06,-1.40e+00,-1.20e+00
-1.01e-06,-1.48e+00,-1.16e+00
-1.00e-06,-1.44e+00,-1.16e+00
-9.90e-07,-1.40e+00,-1.12e+00
-9.80e-07,-1.40e+00,-1.12e+00
-9.70e-07,-1.48e+00,-1.20e+00
-9.60e-07,-1.40e+00,-1.12e+00
-9.50e-07,-1.44e+00,-1.20e+00
-9.40e-07,-1.40e+00,-1.16e+00
-9.30e-07,-1.44e+00,-1.16e+00
-9.20e-07,-1.44e+00,-1.20e+00
-9.10e-07,-1.40e+00,-1.12e+00
-9.00e-07,-1.44e+00,-1.16e+00
-8.90e-07,-1.40e+00,-1.20e+00
-8.80e-07,-1.44e+00,-1.12e+00
-8.70e-07,-1.40e+00,-1.20e+00
-8.60e-07,-1.44e+00,-1.20e+00
-8.50e-07,-1.40e+00,-1.12e+00
-8.40e-07,-1.48e+00,-1.12e+00
-8.30e-07,-1.40e+00,-1.20e+00
-8.20e-07,-1.40e+00,-1.16e+00
-8.10e-07,-1.48e+00,-1.24e+00
-8.00e-07,-1.40e+00,-1.16e+00
-7.90e-07,-1.48e+00,-1.20e+00
-7.80e-07,-1.44e+00,-1.20e+00
-7.70e-07,-1.40e+00,-1.16e+00
-7.60e-07,-1.40e+00,-1.16e+00
-7.50e-07,-1.44e+00,-1.16e+00
-7.40e-07,-1.44e+00,-1.20e+00
-7.30e-07,-1.40e+00,-1.16e+00
-7.20e-07,-1.40e+00,-1.20e+00
-7.10e-07,-1.44e+00,-1.16e+00
-7.00e-07,-1.44e+00,-1.20e+00
-6.90e-07,-1.44e+00,-1.12e+00
-6.80e-07,-1.44e+00,-1.20e+00
-6.70e-07,-1.40e+00,-1.12e+00
-6.60e-07,-1.40e+00,-1.20e+00
-6.50e-07,-1.44e+00,-1.16e+00
-6.40e-07,-1.44e+00,-1.20e+00
-6.30e-07,-1.48e+00,-1.12e+00
-6.20e-07,-1.40e+00,-1.16e+00
-6.10e-07,-1.48e+00,-1.20e+00
-6.00e-07,-1.40e+00,-1.16e+00
-5.90e-07,-1.48e+00,-1.16e+00
-5.80e-07,-1.40e+00,-1.12e+00
-5.70e-07,-1.44e+00,-1.20e+00
-5.60e-07,-1.44e+00,-1.20e+00
-5.50e-07,-1.40e+00,-1.12e+00
-5.40e-07,-1.44e+00,-1.20e+00
-5.30e-07,-1.40e+00,-1.16e+00
-5.20e-07,-1.40e+00,-1.20e+00
-5.10e-07,-1.44e+00,-1.16e+00
-5.00e-07,-1.44e+00,-1.16e+00
-4.90e-07,-1.40e+00,-1.20e+00
-4.80e-07,-1.40e+00,-1.16e+00
-4.70e-07,-1.44e+00,-1.20e+00
-4.60e-07,-1.40e+00,-1.20e+00
-4.50e-07,-1.48e+00,-1.12e+00
-4.40e-07,-1.40e+00,-1.16e+00
-4.30e-07,-1.48e+00,-1.20e+00
-4.20e-07,-1.44e+00,-1.20e+00
-4.10e-07,-1.40e+00,-1.16e+00
-4.00e-07,-1.40e+00,-1.16e+00
-3.90e-07,-1.44e+00,-1.12e+00
-3.80e-07,-1.44e+00,-1.16e+00
-3.70e-07,-1.40e+00,-1.20e+00
-3.60e-07,-1.48e+00,-1.16e+00
-3.50e-07,-1.40e+00,-1.16e+00
-3.40e-07,-1.44e+00,-1.16e+00
-3.30e-07,-1.40e+00,-1.20e+00
-3.20e-07,-1.44e+00,-1.24e+00
-3.10e-07,-1.40e+00,-1.16e+00
-3.00e-07,-1.44e+00,-1.16e+00
-2.90e-07,-1.40e+00,-1.16e+00
-2.80e-07,-1.44e+00,-1.12e+00
-2.70e-07,-1.40e+00,-1.20e+00
-2.60e-07,-1.40e+00,-1.20e+00
-2.50e-07,-1.44e+00,-1.16e+00
-2.40e-07,-1.40e+00,-1.20e+00
-2.30e-07,-1.44e+00,-1.16e+00
-2.20e-07,-1.44e+00,-1.20e+00
-2.10e-07,-1.40e+00,-1.16e+00
-2.00e-07,-1.48e+00,-1.16e+00
-1.90e-07,-1.40e+00,-1.20e+00
-1.80e-07,-1.40e+00,-1.16e+00
-1.70e-07,-1.44e+00,-1.20e+00
-1.60e-07,-1.44e+00,-1.12e+00
-1.50e-07,-1.40e+00,-1.20e+00
-1.40e-07,-1.40e+00,-1.20e+00
-1.30e-07,-1.40e+00,-1.16e+00
-1.20e-07,-1.44e+00,-1.20e+00
-1.10e-07,-1.40e+00,-1.16e+00
-1.00e-07,-1.44e+00,-1.20e+00
-9.00e-08,-1.36e+00,-1.12e+00
-8.00e-08,-1.40e+00,-1.20e+00
-7.00e-08,-1.40e+00,-1.16e+00
-6.00e-08,-1.40e+00,-1.16e+00
-5.00e-08,-1.36e+00,-1.20e+00
-4.00e-08,-1.40e+00,-1.20e+00
-3.00e-08,-1.24e+00,-1.16e+00
-2.00e-08,-1.16e+00,-1.20e+00
-1.00e-08,-6.80e-01,-1.16e+00
0.00e+00,-4.40e-01,-1.20e+00
1.00e-08,2.80e-01,-1.12e+00
2.00e-08,4.40e-01,-1.20e+00
3.00e-08,9.60e-01,-1.16e+00
4.00e-08,1.12e+00,-1.20e+00
5.00e-08,1.48e+00,-1.12e+00
6.00e-08,1.52e+00,-1.12e+00
7.00e-08,1.64e+00,-1.16e+00
8.00e-08,1.72e+00,-1.12e+00
9.00e-08,1.76e+00,-1.20e+00
1.00e-07,1.84e+00,-1.20e+00
1.10e-07,1.80e+00,-1.16e+00
1.20e-07,1.84e+00,-1.16e+00
1.30e-07,1.88e+00,-1.16e+00
1.40e-07,1.88e+00,-1.16e+00
1.50e-07,1.84e+00,-1.12e+00
1.60e-07,1.88e+00,-1.16e+00
1.70e-07,1.84e+00,-1.12e+00
1.80e-07,1.88e+00,-1.16e+00
1.90e-07,1.88e+00,-1.12e+00
2.00e-07,1.88e+00,-1.12e+00
2.10e-07,1.84e+00,-1.08e+00
2.20e-07,1.88e+00,-1.08e+00
2.30e-07,1.88e+00,-8.40e-01
2.40e-07,1.88e+00,-8.40e-01
2.50e-07,1.92e+00,-4.00e-01
2.60e-07,1.88e+00,-2.80e-01
2.70e-07,1.88e+00,1.60e-01
2.80e-07,1.88e+00,3.20e-01
2.90e-07,1.92e+00,6.40e-01
3.00e-07,1.92e+00,7.20e-01
3.10e-07,1.88e+00,9.20e-01
3.20e-07,1.92e+00,1.00e+00
3.30e-07,1.88e+00,1.04e+00
3.40e-07,1.88e+00,1.08e+00
3.50e-07,1.96e+00,1.16e+00
3.60e-07,1.92e+00,1.16e+00
3.70e-07,1.88e+00,1.16e+00
3.80e-07,1.92e+00,1.16e+00
3.90e-07,1.92e+00,1.16e+00
4.00e-07,1.92e+00,1.16e+00
4.10e-07,1.96e+00,1.20e+00
4.20e-07,1.96e+00,1.16e+00
4.30e-07,1.92e+00,1.16e+00
4.40e-07,2.00e+00,1.20e+00
4.50e-07,1.92e+00,1.16e+00
4.60e-07,1.92e+00,1.16e+00
4.70e-07,1.96e+00,1.16e+00
4.80e-07,1.92e+00,1.16e+00
4.90e-07,1.88e+00,1.16e+00
5.00e-07,1.92e+00,1.16e+00
5.10e-07,1.84e+00,1.16e+00
5.20e-07,1.76e+00,1.20e+00
5.30e-07,1.72e+00,1.16e+00
5.40e-07,1.72e+00,1.16e+00
5.50e-07,1.64e+00,1.16e+00
5.60e-07,1.60e+00,1.16e+00
5.70e-07,1.60e+00,1.16e+00
5.80e-07,1.64e+00,1.16e+00
5.90e-07,1.60e+00,1.16e+00
6.00e-07,1.60e+00,1.16e+00
6.10e-07,1.56e+00,1.12e+00
6.20e-07,1.60e+00,1.16e+00
6.30e-07,1.56e+00,1.20e+00
6.40e-07,1.56e+00,1.16e+00
6.50e-07,1.60e+00,1.16e+00
6.60e-07,1.60e+00,1.16e+00
6.70e-07,1.56e+00,1.12e+00
6.80e-07,1.56e+00,1.16e+00
6.90e-07,1.60e+00,1.12e+00
7.00e-07,1.56e+00,1.16e+00
7.10e-07,1.60e+00,1.12e+00
7.20e-07,1.60e+00,1.16e+00
7.30e-07,1.56e+00,1.16e+00
7.40e-07,1.56e+00,1.16e+00
7.50e-07,1.60e+00,1.16e+00
7.60e-07,1.52e+00,1.20e+00
7.70e-07,1.60e+00,1.16e+00
7.80e-07,1.60e+00,1.24e+00
7.90e-07,1.52e+00,1.20e+00
8.00e-07,1.60e+00,1.20e+00
8.10e-07,1.56e+00,1.16e+00
8.20e-07,1.56e+00,1.24e+00
8.30e-07,1.60e+00,1.16e+00
8.40e-07,1.56e+00,1.16e+00
8.50e-07,1.60e+00,1.20e+00
8.60e-07,1.60e+00,1.20e+00
8.70e-07,1.56e+00,1.16e+00
8.80e-07,1.56e+00,1.20e+00
8.90e-07,1.60e+00,1.16e+00
9.00e-07,1.56e+00,1.20e+00
9.10e-07,1.60e+00,1.24e+00
9.20e-07,1.60e+00,1.16e+00
9.30e-07,1.56e+00,1.20e+00
9.40e-07,1.60e+00,1.24e+00
9.50e-07,1.56e+00,1.16e+00
9.60e-07,1.56e+00,1.20e+00
9.70e-07,1.60e+00,1.16e+00
9.80e-07,1.56e+00,1.20e+00
9.90e-07,1.60e+00,1.20e+00
1.00e-06,1.60e+00,1.20e+00
1.01e-06,1.56e+00,1.20e+00
1.02e-06,1.60e+00,1.24e+00
1.03e-06,1.52e+00,1.16e+00
1.04e-06,1.60e+00,1.16e+00
1.05e-06,1.56e+00,1.24e+00
1.06e-06,1.56e+00,1.24e+00
1.07e-06,1.56e+00,1.16e+00
1.08e-06,1.56e+00,1.24e+00
1.09e-06,1.56e+00,1.20e+00
1.10e-06,1.52e+00,1.20e+00
1.11e-06,1.60e+00,1.24e+00
1.12e-06,1.56e+00,1.24e+00
1.13e-06,1.60e+00,1.16e+00
1.14e-06,1.56e+00,1.20e+00
1.15e-06,1.56e+00,1.24e+00
1.16e-06,1.56e+00,1.20e+00
1.17e-06,1.56e+00,1.20e+00
1.18e-06,1.52e+00,1.24e+00
1.19e-06,1.60e+00,1.20e+00
1.20e-06,1.52e+00,1.16e+00
1.21e-06,1.56e+00,1.20e+00
1.22e-06,1.60e+00,1.20e+00
1.23e-06,1.56e+00,1.24e+00
1.24e-06,1.56e+00,1.24e+00
1.25e-06,1.52e+00,1.20e+00
1.26e-06,1.52e+00,1.20e+00
1.27e-06,1.56e+00,1.20e+00
1.28e-06,1.52e+00,1.24e+00
1.29e-06,1.56e+00,1.16e+00
1.30e-06,1.52e+00,1.20e+00
1.31e-06,1.56e+00,1.24e+00
1.32e-06,1.56e+00,1.20e+00
1.33e-06,1.52e+00,1.20e+00
1.34e-06,1.56e+00,1.20e+00
1.35e-06,1.52e+00,1.24e+00
1.36e-06,1.56e+00,1.20e+00
1.37e-06,1.52e+00,1.16e+00
1.38e-06,1.52e+00,1.16e+00
1.39e-06,1.60e+00,1.24e+00
1.40e-06,1.52e+00,1.20e+00
1.41e-06,1.56e+00,1.20e+00
1.42e-06,1.56e+00,1.24e+00
1.43e-06,1.52e+00,1.20e+00
1.44e-06,1.52e+00,1.20e+00
1.45e-06,1.56e+00,1.20e+00
1.46e-06,1.56e+00,1.20e+00
1.47e-06,1.52e+00,1.24e+00
1.48e-06,1.56e+00,1.20e+00
1.49e-06,1.52e+00,1.20e+00
1.50e-06,1.56e+00,1.24e+00
1.51e-06,1.52e+00,1.16e+00
1.52e-06,1.60e+00,1.20e+00
1.53e-06,1.52e+00,1.24e+00
1.54e-06,1.52e+00,1.20e+00
1.55e-06,1.52e+00,1.24e+00
1.56e-06,1.56e+00,1.20e+00
1.57e-06,1.48e+00,1.28e+00
1.58e-06,1.56e+00,1.24e+00
1.59e-06,1.52e+00,1.20e+00
1.60e-06,1.56e+00,1.20e+00
1.61e-06,1.48e+00,1.24e+00
1.62e-06,1.56e+00,1.20e+00
1.63e-06,1.48e+00,1.20e+00
1.64e-06,1.56e+00,1.20e+00
1.65e-06,1.52e+00,1.24e+00
1.66e-06,1.52e+00,1.16e+00
1.67e-06,1.56e+00,1.20e+00
1.68e-06,1.52e+00,1.20e+00
1.69e-06,1.56e+00,1.16e+00
1.70e-06,1.56e+00,1.20e+00
1.71e-06,1.48e+00,1.16e+00
1.72e-06,1.48e+00,1.28e+00
1.73e-06,1.52e+00,1.20e+00
1.74e-06,1.56e+00,1.20e+00
1.75e-06,1.48e+00,1.20e+00
1.76e-06,1.48e+00,1.24e+00
1.77e-06,1.56e+00,1.16e+00
1.78e-06,1.52e+00,1.16e+00
1.79e-06,1.56e+00,1.24e+00
1.80e-06,1.56e+00,1.20e+00
1.81e-06,1.48e+00,1.24e+00
1.82e-06,1.56e+00,1.16e+00
1.83e-06,1.48e+00,1.24e+00
1.84e-06,1.48e+00,1.20e+00
1.85e-06,1.52e+00,1.24e+00
1.86e-06,1.56e+00,1.24e+00
1.87e-06,1.48e+00,1.20e+00
1.88e-06,1.56e+00,1.20e+00
1.89e-06,1.52e+00,1.20e+00
1.90e-06,1.56e+00,1.24e+00
1.91e-06,1.48e+00,1.20e+00
1.92e-06,1.52e+00,1.16e+00
1.93e-06,1.48e+00,1.20e+00
1.94e-06,1.52e+00,1.16e+00
1.95e-06,1.48e+00,1.28e+00
1.96e-06,1.56e+00,1.20e+00
1.97e-06,1.48e+00,1.16e+00
1.98e-06,1.52e+00,1.20e+00
1.99e-06,1.48e+00,1.24e+00
2.00e-06,1.56e+00,1.20e+00
2.01e-06,1.48e+00,1.16e+00
2.02e-06,1.56e+00,1.20e+00
2.03e-06,1.48e+00,1.20e+00
2.04e-06,1.48e+00,1.20e+00
2.05e-06,1.52e+00,1.16e+00
2.06e-06,1.52e+00,1.20e+00
2.07e-06,1.56e+00,1.24e+00
2.08e-06,1.56e+00,1.20e+00
2.09e-06,1.48e+00,1.24e+00
2.10e-06,1.56e+00,1.20e+00
2.11e-06,1.52e+00,1.16e+00
2.12e-06,1.48e+00,1.20e+00
2.13e-06,1.56e+00,1.20e+00
2.14e-06,1.52e+00,1.20e+00
2.15e-06,1.52e+00,1.20e+00
2.16e-06,1.52e+00,1.20e+00
2.17e-06,1.48e+00,1.20e+00
2.18e-06,1.52e+00,1.24e+00
2.19e-06,1.56e+00,1.16e+00
2.20e-06,1.56e+00,1.24e+00
2.21e-06,1.48e+00,1.16e+00
2.22e-06,1.48e+00,1.20e+00
2.23e-06,1.52e+00,1.24e+00
2.24e-06,1.52e+00,1.16e+00
2.25e-06,1.56e+00,1.20e+00
2.26e-06,1.56e+00,1.20e+00
2.27e-06,1.52e+00,1.24e+00
2.28e-06,1.56e+00,1.20e+00
2.29e-06,1.48e+00,1.20e+00
2.30e-06,1.48e+00,1.16e+00
2.31e-06,1.52e+00,1.24e+00
2.32e-06,1.52e+00,1.24e+00
2.33e-06,1.48e+00,1.16e+00
2.34e-06,1.52e+00,1.24e+00
2.35e-06,1.56e+00,1.16e+00
2.36e-06,1.44e+00,1.20e+00
2.37e-06,1.56e+00,1.24e+00
2.38e-06,1.52e+00,1.16e+00
2.39e-06,1.48e+00,1.24e+00
2.40e-06,1.52e+00,1.20e+00
2.41e-06,1.48e+00,1.16e+00
2.42e-06,1.52e+00,1.16e+00
2.43e-06,1.44e+00,1.20e+00
2.44e-06,1.56e+00,1.20e+00
2.45e-06,1.48e+00,1.16e+00
2.46e-06,1.56e+00,1.16e+00
2.47e-06,1.52e+00,1.20e+00
2.48e-06,1.48e+00,1.20e+00
2.49e-06,1.52e+00,1.24e+00
2.50e-06,1.52e+00,1.20e+00
2.51e-06,1.44e+00,1.24e+00
2.52e-06,1.48e+00,1.20e+00
2.53e-06,1.52e+00,1.16e+00
2.54e-06,1.52e+00,1.24e+00
2.55e-06,1.48e+00,1.16e+00
2.56e-06,1.44e+00,1.20e+00
2.57e-06,1.52e+00,1.24e+00
2.58e-06,1.48e+00,1.20e+00
2.59e-06,1.52e+00,1.24e+00
2.60e-06,1.52e+00,1.20e+00
2.61e-06,1.48e+00,1.24e+00
2.62e-06,1.48e+00,1.16e+00
2.63e-06,1.52e+00,1.24e+00
2.64e-06,1.48e+00,1.24e+00
2.65e-06,1.52e+00,1.16e+00
2.66e-06,1.48e+00,1.24e+00
2.67e-06,1.52e+00,1.16e+00
2.68e-06,1.52e+00,1.16e+00
2.69e-06,1.48e+00,1.24e+00
2.70e-06,1.52e+00,1.24e+00
2.71e-06,1.48e+00,1.16e+00
2.72e-06,1.48e+00,1.20e+00
2.73e-06,1.52e+00,1.20e+00
2.74e-06,1.48e+00,1.20e+00
2.75e-06,1.52e+00,1.16e+00
2.76e-06,1.48e+00,1.16e+00
2.77e-06,1.52e+00,1.24e+00
2.78e-06,1.48e+00,1.16e+00
2.79e-06,1.52e+00,1.20e+00
2.80e-06,1.48e+00,1.20e+00
2.81e-06,1.52e+00,1.16e+00
2.82e-06,1.56e+00,1.20e+00
2.83e-06,1.44e+00,1.16e+00
2.84e-06,1.52e+00,1.20e+00
2.85e-06,1.56e+00,1.24e+00
2.86e-06,1.48e+00,1.20e+00
2.87e-06,1.52e+00,1.24e+00
2.88e-06,1.56e+00,1.16e+00
2.89e-06,1.48e+00,1.20e+00
2.90e-06,1.48e+00,1.20e+00
2.91e-06,1.48e+00,1.24e+00
2.92e-06,1.48e+00,1.24e+00
2.93e-06,1.52e+00,1.16e+00
2.94e-06,1.52e+00,1.24e+00
2.95e-06,1.44e+00,1.16e+00
2.96e-06,1.52e+00,1.20e+00
2.97e-06,1.48e+00,1.24e+00
2.98e-06,1.52e+00,1.16e+00
2.99e-06,1.44e+00,1.24e+00
